GN,COMB,78643
BD,ICE,27568
GP,BURN,10717
COMB,GT,65061
ICE,WHTR,1423
COMB,HRSG,11454
GT,HRSG,11213
ICE,HRSG,6241
BURN,HRSG,9037
COMB,STCK,2129
GT,STCK,2084
ICE,STCK,1160
BURN,STCK,1679
GT,WGT,51763
ICE,WICE,18743
WHTR,HW,1422
HRSG,QVAP,37946
STCK,WG,7052
