key,type
NG1,RESOURCE
NG2,INTERNAL
NG3,INTERNAL
NG4,INTERNAL
NG5,INTERNAL
NG6,INTERNAL
NG7,INTERNAL
NG8,OUTPUT
NG9,INTERNAL
A10,RESOURCE
G11,INTERNAL
G12,INTERNAL
G13,INTERNAL
G14,WASTE
HT16,INTERNAL
HT17,INTERNAL
HT18,INTERNAL
HT19,INTERNAL
LT21,INTERNAL
LT23,INTERNAL
LT24,INTERNAL
LT25,INTERNAL
LT26,INTERNAL
BZ28,INTERNAL
BZ29,INTERNAL
BZ30,INTERNAL
BZ31,INTERNAL
BZ32,INTERNAL
BZ33,INTERNAL
W34,INTERNAL
W35,INTERNAL
W36,INTERNAL
W37,INTERNAL
W38,INTERNAL
W39,OUTPUT
